Theta [deg.],Phi   [deg.],Abs(RCS )[dB(nm^2)],Abs(Theta)[dB(nm^2)],Phase(Theta)[deg.],Abs(Phi  )[dB(nm^2)],Phase(Phi  )[deg.],Ax.Ratio[dB    ]
21,183,7.81E+01,7.81E+01,331.862,5.26E+01,149.74,4.00E+01
24,183,7.10E+01,7.10E+01,237.785,4.43E+01,57.842,4.00E+01
27,183,7.41E+01,7.41E+01,122.043,4.88E+01,303.285,4.00E+01
30,183,7.05E+01,7.05E+01,332.911,4.54E+01,147.755,4.00E+01
33,183,6.51E+01,6.51E+01,246.722,3.82E+01,71.195,4.00E+01
36,183,6.96E+01,6.96E+01,118.727,4.46E+01,299.547,4.00E+01
39,183,6.57E+01,6.57E+01,336.033,4.05E+01,145.549,4.00E+01
42,183,6.33E+01,6.32E+01,257.929,3.70E+01,84.495,4.00E+01
45,183,6.55E+01,6.55E+01,116.955,4.13E+01,294.057,4.00E+01
48,183,6.03E+01,6.02E+01,343.107,3.47E+01,144.42,3.55E+01
51,183,6.17E+01,6.17E+01,258.018,3.68E+01,83.76,4.00E+01
54,183,6.20E+01,6.20E+01,112.795,3.86E+01,283.624,3.94E+01
57,183,5.70E+01,5.70E+01,7.128,2.91E+01,174.449,4.00E+01
60,183,6.04E+01,6.04E+01,253.972,3.72E+01,74.488,4.00E+01
63,183,5.80E+01,5.79E+01,119.895,3.46E+01,277.438,3.17E+01
66,183,5.71E+01,5.71E+01,24.529,3.24E+01,213.034,4.00E+01
69,183,5.81E+01,5.80E+01,255.505,3.64E+01,64.084,3.58E+01
72,183,5.51E+01,5.51E+01,144.7,2.85E+01,310.645,3.90E+01
75,183,5.65E+01,5.64E+01,33.17,3.56E+01,212.357,4.00E+01
78,183,5.45E+01,5.45E+01,273.264,3.15E+01,67.291,3.02E+01
81,183,5.42E+01,5.41E+01,166.657,3.32E+01,358.905,3.44E+01
84,183,5.31E+01,5.30E+01,50.009,3.30E+01,209.241,2.91E+01
87,183,5.19E+01,5.19E+01,297.908,3.00E+01,142.899,2.95E+01
90,183,5.02E+01,5.01E+01,186.357,3.27E+01,358.066,3.44E+01
93,183,4.96E+01,4.96E+01,67.853,2.57E+01,291.001,2.72E+01
96,183,4.61E+01,4.60E+01,312.4,3.05E+01,148.567,2.68E+01
99,183,4.78E+01,4.78E+01,193.614,1.86E+01,104.338,2.93E+01
102,183,4.33E+01,4.32E+01,61.315,2.59E+01,293.718,1.94E+01
105,183,4.76E+01,4.76E+01,324.057,1.94E+01,346.294,3.67E+01
108,183,4.26E+01,4.25E+01,182.494,1.94E+01,32.246,2.93E+01
111,183,4.71E+01,4.70E+01,108.067,2.48E+01,167.597,2.35E+01
114,183,3.69E+01,3.66E+01,302.609,2.53E+01,138.541,2.31E+01
117,183,4.39E+01,4.38E+01,247.033,2.46E+01,337.933,1.92E+01
120,183,3.97E+01,3.94E+01,355.751,2.78E+01,294.401,1.29E+01
123,183,4.32E+01,4.32E+01,337.476,1.27E+01,160.46,4.00E+01
126,183,4.29E+01,4.28E+01,150.279,2.38E+01,84.237,1.99E+01
129,183,4.91E+01,4.91E+01,116.057,2.04E+01,131.988,4.00E+01
132,183,3.57E+01,3.54E+01,71.893,2.32E+01,143.175,1.27E+01
135,183,4.36E+01,4.36E+01,254.219,1.62E+01,343.894,2.73E+01
138,183,4.28E+01,4.27E+01,269.283,2.68E+01,287.705,2.62E+01
141,183,4.73E+01,4.73E+01,302.787,2.24E+01,253.101,2.73E+01
144,183,4.39E+01,4.39E+01,292.877,1.59E+01,2.34,2.85E+01
147,183,3.99E+01,3.98E+01,97.237,1.65E+01,352.379,2.37E+01
150,183,4.44E+01,4.44E+01,88.75,2.06E+01,140.345,2.59E+01
153,183,4.50E+01,4.49E+01,94.426,2.48E+01,94.033,4.00E+01
156,183,4.88E+01,4.88E+01,102.521,2.28E+01,68.118,3.10E+01
159,183,4.65E+01,4.65E+01,79.929,2.02E+01,114.582,3.12E+01
162,183,4.02E+01,4.01E+01,76.108,2.03E+01,106.59,2.58E+01
165,183,4.59E+01,4.59E+01,118.976,1.79E+01,57.804,2.92E+01
168,183,4.69E+01,4.69E+01,156.489,2.15E+01,165.672,4.00E+01
171,183,5.18E+01,5.18E+01,240.881,2.70E+01,217.577,3.28E+01
174,183,5.31E+01,5.31E+01,284.765,2.93E+01,293.43,4.00E+01
177,183,4.91E+01,4.91E+01,9.046,2.69E+01,352.489,3.32E+01
180,183,5.30E+01,5.30E+01,56.999,2.73E+01,56.999,4.00E+01
0,186,1.09E+02,1.09E+02,273.258,8.93E+01,93.258,4.00E+01
3,186,1.04E+02,1.04E+02,261.811,8.41E+01,82.056,4.00E+01
6,186,9.40E+01,9.40E+01,148.506,7.44E+01,327.724,4.00E+01
9,186,9.08E+01,9.08E+01,82.478,7.11E+01,263.255,4.00E+01
12,186,8.82E+01,8.81E+01,314.934,6.86E+01,134.557,4.00E+01
15,186,8.01E+01,8.01E+01,210.292,6.01E+01,29.237,4.00E+01
18,186,8.11E+01,8.11E+01,113.336,6.15E+01,294.661,4.00E+01
21,186,7.81E+01,7.80E+01,331.603,5.86E+01,149.491,4.00E+01
24,186,7.10E+01,7.10E+01,237.308,5.04E+01,57.389,4.00E+01
27,186,7.42E+01,7.41E+01,122.003,5.48E+01,303.271,4.00E+01
30,186,7.07E+01,7.06E+01,333.626,5.15E+01,148.419,4.00E+01
33,186,6.53E+01,6.52E+01,248.197,4.44E+01,72.425,4.00E+01
36,186,6.95E+01,6.94E+01,119.494,5.05E+01,300.159,4.00E+01
39,186,6.55E+01,6.55E+01,334.925,4.64E+01,144.571,3.41E+01
42,186,6.32E+01,6.32E+01,256.314,4.29E+01,83.335,3.86E+01
45,186,6.57E+01,6.56E+01,117.436,4.74E+01,294.367,4.00E+01
48,186,6.01E+01,6.00E+01,343.827,4.05E+01,144.493,2.92E+01
51,186,6.17E+01,6.16E+01,257.416,4.28E+01,83.385,3.86E+01
54,186,6.20E+01,6.20E+01,113.184,4.46E+01,283.732,3.32E+01
57,186,5.70E+01,5.70E+01,6.592,3.51E+01,173.966,3.52E+01
60,186,6.05E+01,6.04E+01,254.433,4.33E+01,74.617,4.00E+01
63,186,5.80E+01,5.79E+01,119.311,4.06E+01,277.7,2.61E+01
66,186,5.71E+01,5.70E+01,25.252,3.83E+01,213.292,3.59E+01
69,186,5.81E+01,5.80E+01,255.168,4.25E+01,63.709,2.98E+01
72,186,5.51E+01,5.50E+01,144.97,3.45E+01,310.852,3.28E+01
75,186,5.66E+01,5.64E+01,32.988,4.16E+01,212.602,4.00E+01
78,186,5.45E+01,5.44E+01,273.32,3.75E+01,66.758,2.40E+01
81,186,5.43E+01,5.41E+01,166.786,3.92E+01,358.748,2.88E+01
84,186,5.32E+01,5.30E+01,49.782,3.91E+01,209.15,2.33E+01
87,186,5.20E+01,5.19E+01,298.026,3.60E+01,143.134,2.35E+01
90,186,5.05E+01,5.02E+01,186.349,3.87E+01,358.112,2.89E+01
93,186,4.96E+01,4.96E+01,67.56,3.18E+01,290.891,2.11E+01
96,186,4.64E+01,4.59E+01,312.506,3.67E+01,148.988,2.11E+01
99,186,4.79E+01,4.79E+01,193.341,2.48E+01,104.992,2.31E+01
102,186,4.36E+01,4.33E+01,60.498,3.20E+01,295.32,1.32E+01
105,186,4.77E+01,4.77E+01,323.902,2.57E+01,345.449,3.07E+01
108,186,4.27E+01,4.26E+01,183.038,2.52E+01,34.502,2.32E+01
111,186,4.72E+01,4.71E+01,108.702,3.12E+01,166.375,1.75E+01
114,186,3.74E+01,3.61E+01,303.823,3.14E+01,138.668,1.89E+01
117,186,4.37E+01,4.34E+01,249.031,3.07E+01,336.863,1.27E+01
120,186,4.09E+01,3.99E+01,356.704,3.39E+01,293.732,7.60E+00
123,186,4.38E+01,4.37E+01,338.519,1.85E+01,160.353,4.00E+01
126,186,4.25E+01,4.23E+01,150.474,2.98E+01,83.237,1.33E+01
129,186,4.88E+01,4.88E+01,114.506,2.59E+01,131.187,3.38E+01
132,186,3.64E+01,3.55E+01,65.742,2.91E+01,143.553,6.73E+00
135,186,4.33E+01,4.32E+01,257.33,2.24E+01,345.743,2.08E+01
138,186,4.27E+01,4.23E+01,271.012,3.26E+01,288.789,2.07E+01
141,186,4.71E+01,4.70E+01,303.121,2.83E+01,253.852,2.12E+01
144,186,4.38E+01,4.38E+01,292.414,2.20E+01,1.197,2.24E+01
147,186,3.94E+01,3.94E+01,97.301,2.24E+01,350.533,1.73E+01
150,186,4.44E+01,4.44E+01,84.734,2.64E+01,138.123,1.99E+01
153,186,4.51E+01,4.49E+01,94.782,3.09E+01,94.03,4.00E+01
156,186,4.88E+01,4.88E+01,102.343,2.88E+01,67.454,2.49E+01
159,186,4.64E+01,4.63E+01,82.369,2.62E+01,117.198,2.50E+01
162,186,4.03E+01,4.01E+01,75.737,2.63E+01,106.872,1.99E+01
165,186,4.58E+01,4.58E+01,117.656,2.41E+01,57.033,2.30E+01
168,186,4.70E+01,4.69E+01,156.687,2.76E+01,165.636,3.56E+01
171,186,5.18E+01,5.17E+01,240.93,3.30E+01,217.608,2.68E+01
174,186,5.31E+01,5.31E+01,284.585,3.53E+01,293.302,3.43E+01
177,186,4.92E+01,4.91E+01,9.047,3.29E+01,352.476,2.73E+01
180,186,5.30E+01,5.29E+01,56.999,3.34E+01,56.999,4.00E+01
0,189,1.09E+02,1.09E+02,273.258,9.28E+01,93.258,4.00E+01
3,189,1.04E+02,1.04E+02,261.819,8.76E+01,82.064,4.00E+01
6,189,9.40E+01,9.39E+01,148.429,7.79E+01,327.645,4.00E+01
9,189,9.08E+01,9.07E+01,82.56,7.46E+01,263.338,4.00E+01
12,189,8.81E+01,8.80E+01,314.691,7.20E+01,134.316,4.00E+01
15,189,8.00E+01,7.99E+01,210.533,6.34E+01,29.477,4.00E+01
18,189,8.11E+01,8.10E+01,113.164,6.50E+01,294.501,4.00E+01
21,189,7.81E+01,7.80E+01,331.235,6.21E+01,149.139,4.00E+01
24,189,7.10E+01,7.09E+01,236.701,5.39E+01,56.822,4.00E+01
27,189,7.43E+01,7.42E+01,121.956,5.84E+01,303.255,4.00E+01
30,189,7.09E+01,7.08E+01,334.426,5.51E+01,149.157,3.66E+01
33,189,6.55E+01,6.54E+01,249.722,4.81E+01,73.694,4.00E+01
36,189,6.94E+01,6.92E+01,120.488,5.40E+01,300.936,4.00E+01
39,189,6.53E+01,6.52E+01,334.33,4.98E+01,143.975,3.06E+01
42,189,6.31E+01,6.30E+01,255.284,4.63E+01,82.706,3.46E+01
45,189,6.58E+01,6.57E+01,117.3,5.10E+01,294.31,4.00E+01
48,189,6.00E+01,5.99E+01,344.616,4.39E+01,144.832,2.56E+01
51,189,6.16E+01,6.15E+01,257.335,4.63E+01,83.361,3.51E+01
54,189,6.21E+01,6.19E+01,113.346,4.81E+01,283.729,2.97E+01
57,189,5.70E+01,5.69E+01,6.415,3.86E+01,174.043,3.18E+01
60,189,6.05E+01,6.03E+01,254.802,4.68E+01,74.863,4.00E+01
63,189,5.80E+01,5.78E+01,119.04,4.41E+01,277.515,2.28E+01
66,189,5.71E+01,5.69E+01,25.497,4.18E+01,213.182,3.29E+01
69,189,5.82E+01,5.80E+01,255.016,4.60E+01,63.678,2.66E+01
72,189,5.50E+01,5.49E+01,145.125,3.80E+01,310.836,2.92E+01
75,189,5.67E+01,5.64E+01,33.012,4.51E+01,212.689,4.00E+01
78,189,5.45E+01,5.43E+01,273.253,4.10E+01,66.5,2.06E+01
81,189,5.44E+01,5.41E+01,166.867,4.28E+01,358.801,2.56E+01
84,189,5.33E+01,5.29E+01,49.798,4.26E+01,209.095,2.00E+01
87,189,5.20E+01,5.18E+01,298.129,3.96E+01,143.18,2.01E+01
90,189,5.07E+01,5.01E+01,186.353,4.22E+01,358.191,2.61E+01
93,189,4.96E+01,4.95E+01,67.646,3.54E+01,291.086,1.75E+01
96,189,4.69E+01,4.59E+01,312.455,4.02E+01,149.237,1.84E+01
99,189,4.78E+01,4.78E+01,193.315,2.85E+01,105.183,1.93E+01
102,189,4.39E+01,4.32E+01,60.658,3.56E+01,296.297,9.82E+00
105,189,4.77E+01,4.76E+01,324.157,2.95E+01,344.758,2.73E+01
108,189,4.27E+01,4.25E+01,182.799,2.84E+01,35.201,1.98E+01
111,189,4.73E+01,4.71E+01,108.637,3.48E+01,166.228,1.39E+01
114,189,3.86E+01,3.61E+01,304.868,3.49E+01,138.718,1.84E+01
117,189,4.39E+01,4.34E+01,249.461,3.44E+01,336.111,9.04E+00
120,189,4.18E+01,3.99E+01,355.695,3.74E+01,293.555,5.07E+00
123,189,4.38E+01,4.37E+01,337.297,2.23E+01,160.328,4.00E+01
126,189,4.26E+01,4.21E+01,152.236,3.32E+01,82.845,9.57E+00
129,189,4.87E+01,4.86E+01,114.563,2.91E+01,131.237,3.05E+01
132,189,3.71E+01,3.53E+01,63.05,3.25E+01,144.353,3.06E+00
135,189,4.32E+01,4.31E+01,259.86,2.60E+01,346.489,1.71E+01
138,189,4.29E+01,4.19E+01,272.83,3.61E+01,289.782,1.84E+01
141,189,4.69E+01,4.67E+01,303.763,3.17E+01,254.747,1.76E+01
144,189,4.37E+01,4.36E+01,291.33,2.54E+01,0.033,1.89E+01
147,189,3.90E+01,3.88E+01,96.982,2.59E+01,348.537,1.34E+01
150,189,4.45E+01,4.43E+01,80.714,2.98E+01,135.722,1.64E+01
153,189,4.53E+01,4.49E+01,95.25,3.45E+01,94.038,4.00E+01
156,189,4.88E+01,4.88E+01,102.321,3.23E+01,66.751,2.13E+01
159,189,4.62E+01,4.61E+01,85.694,2.98E+01,120.68,2.13E+01
162,189,4.06E+01,4.02E+01,74.607,2.98E+01,106.972,1.64E+01
165,189,4.57E+01,4.57E+01,115.778,2.78E+01,56.068,1.92E+01
168,189,4.70E+01,4.69E+01,157.005,3.11E+01,165.586,3.25E+01
171,189,5.18E+01,5.16E+01,241,3.65E+01,217.652,2.34E+01
174,189,5.32E+01,5.30E+01,284.291,3.88E+01,293.088,3.09E+01
177,189,4.92E+01,4.90E+01,9.048,3.64E+01,352.45,2.40E+01
180,189,5.30E+01,5.29E+01,56.999,3.69E+01,56.999,4.00E+01
0,192,1.09E+02,1.09E+02,273.258,9.53E+01,93.258,4.00E+01
3,192,1.04E+02,1.04E+02,261.829,9.01E+01,82.075,4.00E+01
6,192,9.40E+01,9.38E+01,148.323,8.03E+01,327.538,4.00E+01
9,192,9.08E+01,9.06E+01,82.647,7.71E+01,263.426,4.00E+01
12,192,8.81E+01,8.79E+01,314.373,7.45E+01,133.999,4.00E+01
15,192,7.99E+01,7.97E+01,210.777,6.58E+01,29.722,4.00E+01
18,192,8.11E+01,8.09E+01,112.892,6.74E+01,294.245,4.00E+01
21,192,7.80E+01,7.78E+01,330.837,6.45E+01,148.765,4.00E+01
24,192,7.11E+01,7.09E+01,236.146,5.64E+01,56.317,4.00E+01
27,192,7.44E+01,7.42E+01,121.882,6.10E+01,303.207,4.00E+01
30,192,7.10E+01,7.08E+01,335.014,5.77E+01,149.696,3.42E+01
33,192,6.56E+01,6.55E+01,250.66,5.08E+01,74.471,3.85E+01
36,192,6.94E+01,6.92E+01,121.363,5.64E+01,301.607,4.00E+01
39,192,6.52E+01,6.49E+01,334.852,5.21E+01,144.257,2.80E+01
42,192,6.29E+01,6.27E+01,255.681,4.86E+01,83.227,3.20E+01
45,192,6.58E+01,6.56E+01,116.717,5.34E+01,293.973,3.90E+01
48,192,6.01E+01,5.99E+01,344.834,4.64E+01,145.07,2.32E+01
51,192,6.16E+01,6.14E+01,257.725,4.87E+01,83.641,3.29E+01
54,192,6.21E+01,6.18E+01,113.259,5.05E+01,283.717,2.75E+01
57,192,5.69E+01,5.68E+01,6.725,4.10E+01,174.583,2.95E+01
60,192,6.05E+01,6.02E+01,254.886,4.92E+01,74.977,4.00E+01
63,192,5.80E+01,5.77E+01,119.066,4.65E+01,277.13,2.03E+01
66,192,5.71E+01,5.69E+01,25.423,4.43E+01,213.037,3.06E+01
69,192,5.83E+01,5.79E+01,255.118,4.84E+01,63.805,2.45E+01
72,192,5.50E+01,5.48E+01,145.191,4.05E+01,310.824,2.68E+01
75,192,5.68E+01,5.63E+01,33.149,4.76E+01,212.767,4.00E+01
78,192,5.46E+01,5.42E+01,273.25,4.35E+01,66.576,1.83E+01
81,192,5.45E+01,5.40E+01,167.016,4.53E+01,359.084,2.34E+01
84,192,5.35E+01,5.28E+01,49.877,4.51E+01,209.117,1.80E+01
87,192,5.21E+01,5.17E+01,298.228,4.21E+01,143.402,1.78E+01
90,192,5.11E+01,5.00E+01,186.447,4.47E+01,358.283,2.44E+01
93,192,4.97E+01,4.94E+01,67.732,3.79E+01,291.55,1.50E+01
96,192,4.75E+01,4.58E+01,312.592,4.26E+01,149.389,1.72E+01
99,192,4.78E+01,4.77E+01,193.554,3.11E+01,105.896,1.66E+01
102,192,4.42E+01,4.31E+01,61.16,3.80E+01,296.598,7.79E+00
105,192,4.76E+01,4.75E+01,324.528,3.21E+01,344.838,2.48E+01
108,192,4.27E+01,4.24E+01,182.374,3.08E+01,34.459,1.75E+01
111,192,4.74E+01,4.70E+01,108.305,3.73E+01,166.588,1.14E+01
114,192,3.98E+01,3.63E+01,304.306,3.72E+01,138.474,1.82E+01
117,192,4.44E+01,4.35E+01,248.929,3.70E+01,336.462,6.56E+00
120,192,4.27E+01,3.94E+01,354.598,3.99E+01,293.846,4.67E+00
123,192,4.34E+01,4.33E+01,335.848,2.52E+01,159.981,4.00E+01
126,192,4.31E+01,4.22E+01,153.492,3.58E+01,83.206,7.26E+00
129,192,4.87E+01,4.86E+01,115.9,3.16E+01,131.893,2.83E+01
132,192,3.79E+01,3.47E+01,65.502,3.51E+01,145.202,1.60E+00
135,192,4.34E+01,4.32E+01,259.845,2.83E+01,345.32,1.49E+01
138,192,4.34E+01,4.17E+01,274.038,3.85E+01,290.218,1.76E+01
141,192,4.67E+01,4.65E+01,304.242,3.40E+01,255.169,1.51E+01
144,192,4.35E+01,4.34E+01,289.919,2.76E+01,359.372,1.64E+01
147,192,3.86E+01,3.82E+01,96.754,2.83E+01,347.032,1.05E+01
150,192,4.45E+01,4.43E+01,78.484,3.22E+01,134.321,1.39E+01
153,192,4.56E+01,4.49E+01,95.552,3.70E+01,94,4.00E+01
156,192,4.89E+01,4.87E+01,102.614,3.48E+01,66.336,1.87E+01
159,192,4.61E+01,4.59E+01,88.869,3.23E+01,123.933,1.87E+01
162,192,4.09E+01,4.03E+01,72.469,3.22E+01,106.602,1.40E+01
165,192,4.57E+01,4.55E+01,113.774,3.06E+01,55.219,1.64E+01
168,192,4.70E+01,4.68E+01,157.44,3.36E+01,165.549,3.06E+01
171,192,5.18E+01,5.15E+01,241.078,3.90E+01,217.702,2.10E+01
174,192,5.32E+01,5.29E+01,283.89,4.12E+01,292.794,2.84E+01
177,192,4.93E+01,4.89E+01,9.049,3.88E+01,352.414,2.17E+01
180,192,5.30E+01,5.28E+01,56.999,3.93E+01,56.999,4.00E+01
0,195,1.09E+02,1.09E+02,273.258,9.72E+01,93.258,4.00E+01
3,195,1.04E+02,1.04E+02,261.842,9.20E+01,82.088,4.00E+01
6,195,9.40E+01,9.37E+01,148.193,8.22E+01,327.404,4.00E+01
9,195,9.08E+01,9.05E+01,82.716,7.90E+01,263.495,4.00E+01
12,195,8.81E+01,8.78E+01,314,7.63E+01,133.628,4.00E+01
15,195,7.98E+01,7.95E+01,210.954,6.76E+01,29.9,4.00E+01
18,195,8.11E+01,8.08E+01,112.55,6.93E+01,293.922,4.00E+01
21,195,7.80E+01,7.77E+01,330.501,6.64E+01,148.456,4.00E+01
24,195,7.11E+01,7.08E+01,235.757,5.84E+01,55.974,4.00E+01
27,195,7.44E+01,7.41E+01,121.741,6.29E+01,303.085,4.00E+01
30,195,7.10E+01,7.07E+01,335.28,5.96E+01,149.941,3.24E+01
33,195,6.57E+01,6.55E+01,250.863,5.28E+01,74.627,3.68E+01
36,195,6.95E+01,6.91E+01,121.849,5.84E+01,301.976,4.00E+01
39,195,6.51E+01,6.48E+01,336.085,5.39E+01,145.136,2.59E+01
42,195,6.28E+01,6.25E+01,257.106,5.05E+01,84.483,3.04E+01
45,195,6.57E+01,6.53E+01,116.479,5.53E+01,293.837,3.76E+01
48,195,6.02E+01,5.99E+01,344.376,4.84E+01,144.831,2.15E+01
51,195,6.17E+01,6.13E+01,258.02,5.07E+01,83.828,3.13E+01
54,195,6.22E+01,6.17E+01,113.29,5.24E+01,283.858,2.59E+01
57,195,5.68E+01,5.66E+01,7.11,4.28E+01,174.863,2.76E+01
60,195,6.06E+01,6.01E+01,254.744,5.11E+01,74.89,4.00E+01
63,195,5.81E+01,5.76E+01,119.15,4.85E+01,277.042,1.85E+01
66,195,5.71E+01,5.68E+01,25.508,4.63E+01,213.227,2.87E+01
69,195,5.85E+01,5.77E+01,255.265,5.03E+01,63.802,2.29E+01
72,195,5.50E+01,5.47E+01,145.293,4.24E+01,311.252,2.51E+01
75,195,5.70E+01,5.61E+01,33.308,4.95E+01,212.886,4.00E+01
78,195,5.47E+01,5.41E+01,273.439,4.54E+01,66.83,1.66E+01
81,195,5.47E+01,5.38E+01,167.185,4.72E+01,359.355,2.18E+01
84,195,5.37E+01,5.27E+01,50.064,4.70E+01,209.271,1.66E+01
87,195,5.23E+01,5.16E+01,298.345,4.40E+01,143.86,1.61E+01
90,195,5.15E+01,4.99E+01,186.71,4.66E+01,358.407,2.34E+01
93,195,4.97E+01,4.93E+01,67.861,3.98E+01,292.035,1.32E+01
96,195,4.81E+01,4.57E+01,313.011,4.45E+01,149.599,1.68E+01
99,195,4.77E+01,4.76E+01,193.937,3.30E+01,106.928,1.46E+01
102,195,4.46E+01,4.29E+01,61.461,3.98E+01,296.574,6.52E+00
105,195,4.75E+01,4.73E+01,324.597,3.39E+01,345.445,2.27E+01
108,195,4.26E+01,4.22E+01,182.296,3.28E+01,33.947,1.56E+01
111,195,4.75E+01,4.68E+01,108.288,3.91E+01,166.569,9.58E+00
114,195,4.10E+01,3.62E+01,303.8,3.92E+01,138.34,1.84E+01
117,195,4.47E+01,4.34E+01,248.739,3.88E+01,337.239,4.62E+00
120,195,4.37E+01,3.92E+01,355.126,4.17E+01,294.093,5.28E+00
123,195,4.33E+01,4.32E+01,336.479,2.72E+01,159.623,4.00E+01
126,195,4.35E+01,4.22E+01,152.742,3.77E+01,83.58,5.59E+00
129,195,4.87E+01,4.86E+01,116.193,3.36E+01,131.719,2.66E+01
132,195,3.90E+01,3.45E+01,69.572,3.70E+01,145.536,3.32E+00
135,195,4.36E+01,4.34E+01,258.54,3.00E+01,343.338,1.35E+01
138,195,4.42E+01,4.18E+01,274.66,4.04E+01,290.222,1.74E+01
141,195,4.67E+01,4.63E+01,304.323,3.59E+01,255.014,1.32E+01
144,195,4.33E+01,4.32E+01,289.065,2.93E+01,359.41,1.45E+01
147,195,3.85E+01,3.78E+01,97.523,3.02E+01,346.007,8.52E+00
150,195,4.45E+01,4.41E+01,78.066,3.41E+01,134.144,1.19E+01
153,195,4.59E+01,4.49E+01,95.42,3.90E+01,93.842,3.91E+01
156,195,4.89E+01,4.86E+01,103.145,3.67E+01,66.319,1.68E+01
159,195,4.60E+01,4.57E+01,90.865,3.42E+01,126.041,1.67E+01
162,195,4.13E+01,4.04E+01,69.637,3.41E+01,105.743,1.23E+01
165,195,4.56E+01,4.54E+01,112.118,3.27E+01,54.759,1.43E+01
168,195,4.71E+01,4.68E+01,157.963,3.56E+01,165.544,2.94E+01
171,195,5.18E+01,5.14E+01,241.147,4.08E+01,217.755,1.92E+01
174,195,5.32E+01,5.28E+01,283.394,4.31E+01,292.429,2.66E+01
177,195,4.94E+01,4.87E+01,9.05,4.07E+01,352.37,2.01E+01
180,195,5.30E+01,5.27E+01,56.999,4.12E+01,56.999,4.00E+01
0,198,1.09E+02,1.09E+02,273.258,9.88E+01,93.258,4.00E+01
3,198,1.04E+02,1.03E+02,261.856,9.35E+01,82.102,4.00E+01
6,198,9.40E+01,9.35E+01,148.042,8.37E+01,327.25,4.00E+01
9,198,9.08E+01,9.04E+01,82.745,8.05E+01,263.524,4.00E+01
12,198,8.80E+01,8.76E+01,313.609,7.78E+01,133.238,4.00E+01
15,198,7.97E+01,7.93E+01,211.014,6.91E+01,29.961,4.00E+01
18,198,8.11E+01,8.06E+01,112.215,7.09E+01,293.605,4.00E+01
21,198,7.81E+01,7.76E+01,330.288,6.80E+01,148.268,3.96E+01
24,198,7.11E+01,7.08E+01,235.552,6.00E+01,55.801,4.00E+01
27,198,7.45E+01,7.40E+01,121.545,6.45E+01,302.904,4.00E+01
30,198,7.11E+01,7.06E+01,335.293,6.12E+01,149.969,3.10E+01
33,198,6.57E+01,6.54E+01,250.598,5.44E+01,74.392,3.53E+01
36,198,6.96E+01,6.91E+01,121.931,6.00E+01,302.041,4.00E+01
39,198,6.52E+01,6.47E+01,337.165,5.55E+01,145.975,2.44E+01
42,198,6.28E+01,6.24E+01,258.337,5.21E+01,85.445,2.92E+01
45,198,6.57E+01,6.51E+01,116.962,5.67E+01,294.149,3.57E+01
48,198,6.01E+01,5.96E+01,343.946,4.99E+01,144.456,2.01E+01
51,198,6.17E+01,6.12E+01,258.025,5.22E+01,83.847,2.99E+01
54,198,6.22E+01,6.15E+01,113.533,5.39E+01,284.05,2.46E+01
57,198,5.67E+01,5.64E+01,7.235,4.43E+01,174.684,2.59E+01
60,198,6.07E+01,5.99E+01,254.728,5.26E+01,74.819,4.00E+01
63,198,5.82E+01,5.74E+01,119.269,5.00E+01,277.271,1.72E+01
66,198,5.72E+01,5.66E+01,25.736,4.78E+01,213.585,2.72E+01
69,198,5.86E+01,5.76E+01,255.341,5.19E+01,63.799,2.17E+01
72,198,5.49E+01,5.46E+01,145.558,4.39E+01,311.797,2.38E+01
75,198,5.72E+01,5.60E+01,33.436,5.10E+01,212.981,4.00E+01
78,198,5.48E+01,5.40E+01,273.676,4.69E+01,67.041,1.53E+01
81,198,5.49E+01,5.37E+01,167.329,4.87E+01,359.506,2.08E+01
84,198,5.40E+01,5.26E+01,50.342,4.85E+01,209.462,1.57E+01
87,198,5.24E+01,5.14E+01,298.51,4.55E+01,144.049,1.49E+01
90,198,5.20E+01,4.97E+01,187.02,4.81E+01,358.57,2.28E+01
93,198,4.98E+01,4.91E+01,68.186,4.13E+01,292.316,1.18E+01
96,198,4.88E+01,4.55E+01,313.352,4.61E+01,149.735,1.69E+01
99,198,4.76E+01,4.74E+01,194.257,3.45E+01,107.048,1.29E+01
102,198,4.51E+01,4.27E+01,61.486,4.14E+01,296.584,5.83E+00
105,198,4.74E+01,4.72E+01,324.696,3.54E+01,345.633,2.12E+01
108,198,4.27E+01,4.20E+01,182.477,3.45E+01,34.464,1.41E+01
111,198,4.77E+01,4.67E+01,108.449,4.06E+01,166.373,8.21E+00
114,198,4.20E+01,3.59E+01,304.631,4.08E+01,138.755,1.95E+01
117,198,4.50E+01,4.32E+01,249.11,4.02E+01,337.314,3.02E+00
120,198,4.47E+01,3.93E+01,355.511,4.33E+01,294.098,6.12E+00
123,198,4.34E+01,4.32E+01,337.342,2.86E+01,160.763,3.94E+01
126,198,4.37E+01,4.18E+01,151.722,3.92E+01,83.605,4.33E+00
129,198,4.86E+01,4.84E+01,115.212,3.52E+01,130.703,2.51E+01
132,198,4.01E+01,3.47E+01,70.986,3.86E+01,145.258,4.57E+00
135,198,4.36E+01,4.33E+01,258.108,3.15E+01,342.404,1.19E+01
138,198,4.50E+01,4.19E+01,274.856,4.20E+01,290.163,1.74E+01
141,198,4.68E+01,4.62E+01,304.552,3.74E+01,254.975,1.17E+01
144,198,4.32E+01,4.30E+01,289.276,3.08E+01,359.934,1.28E+01
